"","x"
"3870",966549.716850338
"3871",517462.715091415
"3872",742522.788410711
"3873",1025177.11035329
"3874",861713.008115978
"3875",823544.036732628
"3876",602242.165000721
"3877",518994.160181072
"3878",286673.246428241
"3879",666301.270961984
"3880",585060.189477034
"3881",210050.555808197
"3882",1381401.13601372
"3883",398087.648199688
"3884",483406.17417114
"3885",258419.06925706
"3886",1964649.41097379
"3887",658432.284573586
"3888",479555.929663421
"3889",184280.149638158
"3890",459233.093860853
"3891",433089.033144638
"3892",651192.573959756
"3893",753673.621587224
"3894",523613.551658285
"3895",450174.114850277
"3896",479783.871870449
"3897",668440.693772382
"3898",573488.575029668
"3899",652820.360253976
"3900",591783.397437197
"3901",518181.349785139
"3902",405788.038106109
"3903",969419.55155231
"3904",304162.322958812
"3905",848862.757682021
"3906",789053.373703895
"3907",566947.069728656
"3908",505475.398192292
"3909",918914.583067841
"3910",353547.545006359
"3911",488210.291292905
"3912",317921.720540728
"3913",739679.46363002
"3914",391901.801039896
"3915",524972.25310721
"3916",556753.291508072
"3917",432600.514541879
"3918",450816.796404292
"3919",751275.932656979
"3920",913448.163979837
"3921",561231.639531344
"3922",1006758.79398396
"3923",251945.211161315
"3924",863568.03176792
"3925",466598.425008693
"3926",457064.215195519
"3927",430643.999728955
"3928",827616.840880437
"3929",200717.996201034
"3930",565480.626077358
"3931",923166.237418478
"3932",491695.906926957
"3933",443864.353479539
"3934",881431.475353182
"3935",767368.023192969
"3936",497827.444160761
"3937",313052.66852786
"3938",307132.829356109
"3939",491052.492552535
"3940",1325972.9653175
"3941",1054996.95414404
"3942",809354.377438981
"3943",354143.982231531
"3944",597692.104979485
"3945",665918.484489452
"3946",444591.875118546
"3947",1068260.57893401
"3948",389747.925536207
"3949",648775.37234318
"3950",989954.240055883
"3951",600334.835871022
"3952",506243.143557356
"3953",731550.771161199
"3954",1261499.77526857
"3955",355159.87356979
"3956",701502.546788612
"3957",1372084.87141612
"3958",459036.217902623
"3959",546049.400439134
"3960",691718.371137232
"3961",566462.4677954
"3962",613157.835553058
"3963",613157.835553058
"3964",1341142.47956088
"3965",913360.27650604
"3966",196363.13361562
"3967",551967.673218682
"3968",372621.591822986
"3969",623160.797135097
"3970",503666.047586278
"3971",508635.713279642
"3972",542139.930899818
"3973",635358.333562294
"3974",630276.447077543
"3975",803003.668708856
"3976",205033.681544728
"3977",505051.561213614
"3978",528139.992210377
"3979",989637.784403352
"3980",548155.176104456
"3981",286327.848444679
"3982",1155717.27801883
"3983",796383.383286008
"3984",642504.181768663
"3985",521955.516275711
"3986",869806.402063454
"3987",536504.799162965
"3988",415851.205091471
"3989",316863.240049871
"3990",979026.420332314
"3991",383571.136976414
"3992",459498.506142251
"3993",878653.018631542
"3994",587468.397423613
"3995",513367.881760263
"3996",418904.4350991
"3997",1126271.23882472
"3998",779182.371292123
"3999",214024.972280863
"4000",797591.562502231
"4001",288690.068193599
"4002",1279438.43583658
"4003",708694.325610559
"4004",551131.257365167
"4005",1104971.11416007
"4006",522216.984837687
"4007",442315.600332522
"4008",273026.296797647
"4009",573332.552598223
"4010",769146.944385368
"4011",516171.386946864
"4012",229379.927728261
"4013",642370.366055607
"4014",828562.142475667
"4015",553305.596782948
"4016",1063896.40951047
"4017",353454.442726832
"4018",1260127.87340225
"4019",269855.789234537
"4020",431578.147245761
"4021",378856.267137257
"4022",234518.672232167
"4023",1916226.91811667
"4024",312461.704132163
"4025",1149198.36468298
"4026",648160.958012475
"4027",697722.082247812
"4028",414929.740391857
"4029",669319.850254062
"4030",1088644.86653731
"4031",1461158.82794698
"4032",558934.475663955
"4033",827173.433797017
"4034",687686.797233513
"4035",529940.717529907
"4036",572046.625072176
"4037",779800.621851958
"4038",703465.411135705
"4039",345023.251635062
"4040",1336801.36497925
"4041",420117.477449942
"4042",195867.993967582
"4043",409166.038911269
"4044",440727.393418153
"4045",455343.194992004
"4046",436752.435425725
"4047",350064.097938539
"4048",691537.692336145
"4049",143384.090050548
"4050",295624.505302406
"4051",255969.14001934
"4052",750032.773992706
"4053",481099.812955216
"4054",718207.627686718
"4055",444306.025067109
"4056",268604.070792559
"4057",948480.299199778
"4058",443324.524025643
"4059",1030555.52030965
"4060",210473.390198269
"4061",807848.067501344
"4062",751615.789520616
"4063",572350.986233696
"4064",741785.831589324
"4065",495407.598600572
"4066",520973.118245529
"4067",993559.429735934
"4068",434037.163103967
"4069",584930.064307744
"4070",503671.319756549
"4071",670874.564791535
"4072",480051.580693057
"4073",559062.80740856
"4074",354240.072406481
"4075",333127.021276005
"4076",586686.616493714
"4077",330157.83348098
"4078",206038.255976353
"4079",464762.578482486
"4080",309667.713041227
"4081",324088.414449032
"4082",293431.939295585
"4083",603706.91094871
"4084",540319.037358499
"4085",228609.8290346
"4086",692682.853746317
"4087",426340.849071208
"4088",638447.55847722
"4089",813323.555375265
"4090",290973.153628818
"4091",1222905.54454856
"4092",857399.025302069
"4093",1312396.99479142
"4094",1241116.46521337
"4095",446426.659825322
"4096",299524.681191308
"4097",548643.163813849
"4098",363695.912984093
"4099",557342.476129257
"4100",1033106.88239541
"4101",555656.476410207
"4102",303233.985794859
"4103",508658.717933937
"4104",416852.01764475
"4105",852167.60472035
"4106",273444.110327044
"4107",1067423.71442229
"4108",529940.717529907
"4109",298643.583328415
"4110",916306.46257279
"4111",427980.761450445
"4112",467070.823381731
"4113",699408.158628193
"4114",671173.184558253
"4115",322255.630002731
"4116",242386.987710143
"4117",608097.259945909
"4118",515552.404547359
"4119",701453.289475632
"4120",489450.772652535
"4121",325600.386941635
"4122",921968.47743887
"4123",305767.80985971
"4124",214523.962521699
"4125",516931.087322981
"4126",469479.46452168
"4127",360796.768338178
"4128",414000.026356133
"4129",479479.189537461
"4130",929936.352870089
"4131",860053.864717977
"4132",572903.048400587
"4133",576070.440389822
"4134",871289.299109565
"4135",762052.349982252
"4136",436044.061570782
"4137",600292.664293527
"4138",1329203.52869522
"4139",979413.009750414
"4140",1199411.61605636
"4141",155437.403575343
"4142",826945.903237502
"4143",256237.381200853
"4144",448086.19036239
"4145",595102.618254367
"4146",520562.658019885
"4147",315379.914334349
"4148",667173.146615083
"4149",300404.992798198
"4150",376313.569039695
"4151",411732.596469768
"4152",966443.660267462
"4153",480945.946174617
"4154",944780.943737925
"4155",722321.401768249
"4156",819864.470837977
"4157",550196.761605069
"4158",573579.719069009
"4159",560594.081806703
"4160",460599.465355203
"4161",291703.610353521
"4162",324680.225422581
"4163",759759.533672436
"4164",1177986.43506972
"4165",386086.204991688
"4166",232363.580051073
"4167",416266.171743875
"4168",559681.136620329
"4169",688575.510429305
"4170",501891.130187918
"4171",483204.398334813
"4172",461532.85497122
"4173",1485513.9512549
"4174",491025.192962219
"4175",685184.834269147
"4176",360350.236948238
"4177",428040.643887169
"4178",379139.08978865
"4179",522008.154366182
"4180",658866.454907534
"4181",688055.07163745
"4182",391547.455008023
"4183",818803.828328108
"4184",405213.810228714
"4185",439225.490247432
"4186",354842.162743709
"4187",1752119.44190218
"4188",1413284.35965745
"4189",419413.528074404
"4190",431120.305721122
"4191",1640737.58475253
"4192",417403.042781029
"4193",349158.63829067
"4194",431175.709101136
"4195",793729.80422805
"4196",810920.476897493
"4197",529201.382077269
"4198",256049.185368076
"4199",1112274.37847383
"4200",451035.514250596
"4201",514732.970150316
"4202",477604.218435976
"4203",386332.827317189
"4204",373221.56960485
"4205",942382.828189931
"4206",704531.038343775
"4207",775165.216695053
"4208",798564.554331369
"4209",614607.928980755
"4210",303524.744833051
"4211",1360851.96246961
"4212",513508.250129857
"4213",1182409.22585019
"4214",970380.142517148
"4215",381214.132531535
"4216",532304.424579041
"4217",492204.831465479
"4218",361717.780277162
"4219",423743.719228609
"4220",1533087.1682513
"4221",587988.481844337
"4222",534355.763472158
"4223",501044.464801711
"4224",597698.749512858
"4225",1094058.24977537
"4226",438639.555915997
"4227",532050.137470568
"4228",471429.260459181
"4229",360284.758111333
